,Байршил,Баримт,Огноо,Гүйлгээний утга,Барааны нэр,Зарлага тоо,Зарлага дүн
820,PN Store,599,5/19/2023,Сурталчилгаанд/ profit gymiin borluulaltiin uramshuulal/,Ундаа Amino 330ml Raspberry,9,19358.39
821,PN Store,599,5/19/2023,Сурталчилгаанд/ profit gymiin borluulaltiin uramshuulal/,Club mate 500мл,2,7377.69
822,PN Store,599,5/19/2023,Сурталчилгаанд/ profit gymiin borluulaltiin uramshuulal/,Ундаа Amino 330ml Passion fruit,9,20873.23
823,PN Store,599,5/19/2023,Сурталчилгаанд/ profit gymiin borluulaltiin uramshuulal/,Ундаа Amino 330ml Lemon soda,12,24625.85
824,PN Store,616,5/21/2023,Сурталчилгаанд/6sar,Ундаа Collagen vibe 330ml Mojito,1,1558.22
825,PN Store,616,5/21/2023,Сурталчилгаанд/6sar,Ундаа Amino 330ml Lemon soda,6,12312.92
826,PN Store,616,5/21/2023,Сурталчилгаанд/6sar,Ундаа Amino 330ml Waikiki,4,9386.94
827,PN Store,616,5/21/2023,Сурталчилгаанд/6sar,Ундаа Amino 330ml Raspberry,4,8603.73
828,PN Store,616,5/21/2023,Сурталчилгаанд/6sar,Ундаа Amino 330ml Passion fruit,4,9276.99
829,PN Store,616,5/21/2023,Сурталчилгаанд/6sar,Ундаа Collagen vibe 330ml Passion fruit,1,1598.1
830,PN Store,616,5/21/2023,Сурталчилгаанд/6sar,Ундаа Collagen vibe 330ml Pineapple coconut,10,14433.54
831,PN Store,617,5/21/2023,Сурталчилгаанд/5сар/,Snack 12*45g Chocolate,4,20117.65
832,PN Store,617,5/21/2023,Сурталчилгаанд/5сар/,Protein wafer,2,5832.43
833,PN Store,617,5/21/2023,Сурталчилгаанд/5сар/,Protein snap,2,4141.87
834,PN Store,617,5/21/2023,Сурталчилгаанд/5сар/,ZMA 60ш,1,7149.61
835,PN Store,617,5/21/2023,Сурталчилгаанд/5сар/,ISO Whey 500g - Hazelnut,1,55931.95
836,PN Store,617,5/21/2023,Сурталчилгаанд/5сар/,Ундаа Amino 330ml Passion fruit,12,27830.98
837,PN Store,617,5/21/2023,Сурталчилгаанд/5сар/,Ундаа Amino 330ml Raspberry,12,25811.18
838,PN Store,617,5/21/2023,Сурталчилгаанд/5сар/,Protein bar 15*55g Choco caramel,2,6694.61
839,PN Store,617,5/21/2023,Сурталчилгаанд/5сар/,Power Amino,1,26875.42
840,PN Store,617,5/21/2023,Сурталчилгаанд/5сар/,Vitamin D3 K2 /60ш/,1,6781.52
841,PN Store,625,5/22/2023,Сурталчилгаанд/борлуулалтын урамшуулал/,Ундаа Amino 330ml Waikiki,24,56321.62
842,PN Store,634,5/23/2023,Сурталчилгаанд   тэмцээний ивээн тэтгэлэг,Power professional,1,32282.68
843,PN Store,634,5/23/2023,Сурталчилгаанд   тэмцээний ивээн тэтгэлэг,Nitrox sample - Blue grape 17g,11,31865.39
844,PN Store,634,5/23/2023,Сурталчилгаанд   тэмцээний ивээн тэтгэлэг,ISO Whey sample - Chocolate 25g,5,19542.21
845,PN Store,634,5/23/2023,Сурталчилгаанд   тэмцээний ивээн тэтгэлэг,Zero bar Hazelnut 50g,5,22066.3
846,PN Store,634,5/23/2023,Сурталчилгаанд   тэмцээний ивээн тэтгэлэг,ISO Whey sample - Pineapple 25g,5,20051.07
847,PN Store,634,5/23/2023,Сурталчилгаанд   тэмцээний ивээн тэтгэлэг,Zero bar Chocolate 50g,5,22030.82
848,PN Store,634,5/23/2023,Сурталчилгаанд   тэмцээний ивээн тэтгэлэг,EAA Zero 350g blue grape,1,50461.05
849,PN Store,634,5/23/2023,Сурталчилгаанд   тэмцээний ивээн тэтгэлэг,Protein cream 400g White chocolate Hazelnut,1,12632.7
850,PN Store,634,5/23/2023,Сурталчилгаанд   тэмцээний ивээн тэтгэлэг,ISO Whey 500g - Hazelnut,1,55931.95
851,PN Store,635,5/23/2023,Сурталчилгаанд  ган спорт комплекс,Ундаа Collagen vibe 330ml Mojito,1,1558.22
852,PN Store,635,5/23/2023,Сурталчилгаанд  ган спорт комплекс,Ундаа Collagen vibe 330ml Pineapple coconut,1,1443.35
853,PN Store,635,5/23/2023,Сурталчилгаанд  ган спорт комплекс,Ундаа Collagen vibe 330ml Passion fruit,1,1598.1
854,PN Store,636,5/23/2023,Сурталчилгаанд m sports,ZMA 60ш,3,21448.82
855,PN Store,636,5/23/2023,Сурталчилгаанд m sports,Vitamin D3 K2 /60ш/,3,20344.54
856,PN Store,636,5/23/2023,Сурталчилгаанд m sports,Vitamin C 60ш,3,35638.58
857,PN Store,637,5/23/2023,"Сурталчилгаанд 4,5 Сар хэрэглээ",Ундаа Amino 330ml Waikiki,6,14080.4
858,PN Store,637,5/23/2023,"Сурталчилгаанд 4,5 Сар хэрэглээ",Ундаа Amino 330ml Super pear,6,11322.29
859,PN Store,637,5/23/2023,"Сурталчилгаанд 4,5 Сар хэрэглээ",Ундаа Amino 330ml Lemon soda,6,12312.92
860,PN Store,637,5/23/2023,"Сурталчилгаанд 4,5 Сар хэрэглээ",Ундаа Amino 330ml Passion fruit,6,13915.49
861,PN Store,637,5/23/2023,"Сурталчилгаанд 4,5 Сар хэрэглээ",Ундаа Collagen vibe 330ml Passion fruit,10,15981.01
862,PN Store,637,5/23/2023,"Сурталчилгаанд 4,5 Сар хэрэглээ",Ундаа Collagen vibe 330ml Mojito,10,15582.25
863,PN Store,637,5/23/2023,"Сурталчилгаанд 4,5 Сар хэрэглээ",Ундаа Collagen vibe 330ml Pineapple coconut,10,14433.54
864,PN Store,637,5/23/2023,"Сурталчилгаанд 4,5 Сар хэрэглээ",Ундаа Amino 330ml Raspberry,6,12905.59
865,PN Store,643,5/24/2023,Сурталчилгаанд борлуулалтын урамшуулал,Ундаа Collagen vibe 330ml Passion fruit,24,38354.42
866,PN Store,660,5/25/2023,Сурталчилгаанд/ borluulaltiin uramshuulal/,Ундаа Amino 330ml Raspberry,24,51622.37
867,PN Store,661,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,ISO Whey 500g - Raspberry,2,111863.89
868,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Protein chips 7*40g Barbeque,1,3338.85
869,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,ISO Whey 500g - Raspberry,3,167795.84
870,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,ISO Whey 500g - Coconut,3,167795.84
871,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Crush Bar - Cookiescream 64g,4,24821.14
872,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Zero bar Hazelnut 50g,2,8826.52
873,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Crush Bar - Toffee coconut 64g,4,24821.07
874,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Protein cream 400g peanut butter smooth,2,25276.19
875,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Power Amino,4,107501.66
876,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Ундаа Amino 330ml Super pear,2,3774.1
877,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,ISO Whey 500g - Hazelnut,4,223727.78
878,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,ISO Whey 500g - Tiramisu,4,223727.78
879,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Ундаа Amino 330ml Raspberry,1,2150.93
880,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Protein cream 400g Caramel,2,25273.86
881,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Crush Bar - Chocolate 64g,3,18615.4
882,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Ундаа Amino 330ml Waikiki,2,4693.47
883,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Ундаа Collagen vibe 330ml Mojito,2,3116.45
884,PN Store,662,5/25/2023,Сурталчилгаанд 5 сар хэрэглээ,Ундаа Collagen vibe 330ml Pineapple coconut,3,4330.06
885,PN Store,676,5/26/2023,Акт 5-26,Ундаа Amino 330ml Raspberry,10,21509.32
886,PN Store,676,5/26/2023,Акт 5-26,Ундаа Amino 330ml Passion fruit,6,13915.49
887,PN Store,676,5/26/2023,Акт 5-26,Club mate 500мл,14,51643.86
888,PN Store,676,5/26/2023,Акт 5-26,Ундаа Collagen vibe 330ml Mojito,14,21815.15
889,PN Store,676,5/26/2023,Акт 5-26,Ундаа Amino 330ml Waikiki,24,56321.62
890,PN Store,676,5/26/2023,Акт 5-26,Ундаа Amino 330ml Super pear,58,109448.81
891,PN Store,676,5/26/2023,Акт 5-26,Ундаа Amino 330ml Lemon soda,29,59512.46
892,PN Store,683,5/27/2023,Ажилчдын хэрэглээ,Ундаа Collagen vibe 330ml Mojito,8,12465.95
893,PN Store,683,5/27/2023,Ажилчдын хэрэглээ,Ундаа Amino 330ml Raspberry,8,17207.46
894,PN Store,683,5/27/2023,Ажилчдын хэрэглээ,Ундаа Amino 330ml Waikiki,8,18773.84
895,PN Store,683,5/27/2023,Ажилчдын хэрэглээ,Club mate 500мл,20,73776.94
896,PN Store,683,5/27/2023,Ажилчдын хэрэглээ,Ундаа Collagen vibe 330ml Pineapple coconut,8,11546.83
897,PN Store,683,5/27/2023,Ажилчдын хэрэглээ,Ундаа Amino 330ml Passion fruit,8,18553.99
898,PN Store,683,5/27/2023,Ажилчдын хэрэглээ,Ундаа Collagen vibe 330ml Passion fruit,8,12784.8
899,PN Store,695,5/29/2023,Сурталчилгаанд  BORLUUALTIIN URAMSHUULAL,Ундаа Collagen vibe 330ml Mojito,24,37397.85
900,PN Store,696,5/29/2023,Сурталчилгаанд   505 AMTALGAA(Club mate 500мл үлдэгдэл хүрэлцэхгүй 330мл гаргасан),Club mate 500мл,2,7377.69
901,PN Store,705,5/30/2023,Сурталчилгаанд borluulaltiin uramshuulal,Ундаа Collagen vibe 330ml Passion fruit,24,38354.42
902,PN Store,712,5/31/2023,Сурталчилгаанд borluulaltiin uramshuulal  naadam 1,Ундаа Amino 330ml Passion fruit,24,55661.96
903,PN Store,713,5/31/2023,Сурталчилгаанд borluulaltiin uramshuulal,Ундаа Amino 330ml Waikiki,24,56321.52
904,PN Store,714,5/31/2023,Сурталчилгаанд be summer lig,Zinc 60ш,5,37718.03
905,PN Store,714,5/31/2023,Сурталчилгаанд be summer lig,Vitamin D3 K2 /60ш/,5,33907.58
906,PN Store,714,5/31/2023,Сурталчилгаанд be summer lig,Vitamin C 60ш,5,59397.64
907,PN Store,726,6/2/2023,Сурталчилгаанд(Гарын бэлэг УБ марафон),ISO Whey sample - Bananas 25g,6,24061.29
908,PN Store,726,6/2/2023,Сурталчилгаанд(Гарын бэлэг УБ марафон),Nitrox sample - Blue grape 17g,1,2896.85
909,PN Store,726,6/2/2023,Сурталчилгаанд(Гарын бэлэг УБ марафон),Protein cream 400g White chocolate Hazelnut,3,37898.11
910,PN Store,726,6/2/2023,Сурталчилгаанд(Гарын бэлэг УБ марафон),Ундаа Collagen vibe 330ml Mojito,24,37397.85
911,PN Store,726,6/2/2023,Сурталчилгаанд(Гарын бэлэг УБ марафон),Ундаа Amino 330ml Lemon soda,24,49249.98
912,PN Store,727,6/2/2023,Бараа материалын борлуулалт(Борлуулалтын урамшуулал),Ундаа Amino 330ml Raspberry,24,51622.37
913,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),MSM+ Vitamin C 150g,1,18668.2
914,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),ISO Whey 500g - Coconut,1,55931.95
915,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),EAA Zero 350g blue grape,2,100922.09
916,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),ISO Whey 500g - Tiramisu,1,55931.95
917,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),EAA Zero 350g Lemon,2,100984.1
918,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),Shaker 600ml,2,11245.58
919,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),Ундаа Amino 330ml Passion fruit,4,9276.99
920,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),Ундаа Collagen vibe 330ml Passion fruit,4,6392.4
921,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),Ундаа Amino 330ml Super pear,4,7548.16
922,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),Ундаа Collagen vibe 330ml Pineapple coconut,4,5773.41
923,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),ISO Whey 500g - Raspberry,1,55931.95
924,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),Ундаа Amino 330ml Waikiki,4,9386.92
925,PN Store,728,6/2/2023,Сурталчилгаанд(6р сарын хэрэглээ tiramisu хүрэхгүй hazelnut-р гаргасан),Ундаа Collagen vibe 330ml Mojito,4,6232.98
926,PN Store,737,6/3/2023,Сурталчилгаанд((ganbaatar_ice нэр оруулах)Хэрэглээгээ хүргэлтээр авсан. Энхбаяр ахад хүргэлтийн мөнгө өгөх(ganbaatar_ice)),Ундаа Amino 330ml Lemon soda,4,8208.33
927,PN Store,737,6/3/2023,Сурталчилгаанд((ganbaatar_ice нэр оруулах)Хэрэглээгээ хүргэлтээр авсан. Энхбаяр ахад хүргэлтийн мөнгө өгөх(ganbaatar_ice)),Ундаа Amino 330ml Raspberry,4,8603.73
928,PN Store,737,6/3/2023,Сурталчилгаанд((ganbaatar_ice нэр оруулах)Хэрэглээгээ хүргэлтээр авсан. Энхбаяр ахад хүргэлтийн мөнгө өгөх(ganbaatar_ice)),Ундаа Amino 330ml Waikiki,4,9386.92
929,PN Store,737,6/3/2023,Сурталчилгаанд((ganbaatar_ice нэр оруулах)Хэрэглээгээ хүргэлтээр авсан. Энхбаяр ахад хүргэлтийн мөнгө өгөх(ganbaatar_ice)),Ундаа Collagen vibe 330ml Mojito,4,6232.98
930,PN Store,737,6/3/2023,Сурталчилгаанд((ganbaatar_ice нэр оруулах)Хэрэглээгээ хүргэлтээр авсан. Энхбаяр ахад хүргэлтийн мөнгө өгөх(ganbaatar_ice)),Ундаа Amino 330ml Passion fruit,4,9276.99
931,PN Store,737,6/3/2023,Сурталчилгаанд((ganbaatar_ice нэр оруулах)Хэрэглээгээ хүргэлтээр авсан. Энхбаяр ахад хүргэлтийн мөнгө өгөх(ganbaatar_ice)),Ундаа Collagen vibe 330ml Passion fruit,3,4794.3
932,PN Store,737,6/3/2023,Сурталчилгаанд((ganbaatar_ice нэр оруулах)Хэрэглээгээ хүргэлтээр авсан. Энхбаяр ахад хүргэлтийн мөнгө өгөх(ganbaatar_ice)),Ундаа Collagen vibe 330ml Pineapple coconut,3,4330.06
933,PN Store,737,6/3/2023,Сурталчилгаанд((ganbaatar_ice нэр оруулах)Хэрэглээгээ хүргэлтээр авсан. Энхбаяр ахад хүргэлтийн мөнгө өгөх(ganbaatar_ice)),Ундаа Amino 330ml Super pear,4,7548.16
934,PN Store,745,6/5/2023,Сурталчилгаанд(Борлуулалтын урамшуулал),Ундаа Amino 330ml Lemon soda,24,49249.98
935,PN Store,746,6/5/2023,Сурталчилгаанд(Борлуулалтын урамшуулал),Ундаа Amino 330ml Lemon soda,24,49249.98
936,PN Store,755,6/6/2023,Сурталчилгаанд,Ундаа Collagen vibe 330ml Passion fruit,24,38354.41
937,PN Store,769,6/7/2023,Сурталчилгаанд amtalgaand,Club mate 500мл,2,7377.69
938,PN Store,782,6/8/2023,Сурталчилгаанд/ summer league/,Vitamin D3 K2 /60ш/,3,20344.54
939,PN Store,782,6/8/2023,Сурталчилгаанд/ summer league/,ZMA 60ш,3,21448.82
940,PN Store,782,6/8/2023,Сурталчилгаанд/ summer league/,Vitamin C 60ш,3,35638.58
941,PN Store,783,6/8/2023,Сурталчилгаанд/ borluulaltiin uramshuulal/,Ундаа Amino 330ml Raspberry,24,51622.37
942,PN Store,784,6/8/2023,Сурталчилгаанд/ golds hereglee/,Club mate 500мл,20,73776.94
943,PN Store,784,6/8/2023,Сурталчилгаанд/ golds hereglee/,Ундаа Amino 330ml Super pear,12,22644.47
944,PN Store,784,6/8/2023,Сурталчилгаанд/ golds hereglee/,Ундаа Collagen vibe 330ml Mojito,24,37397.85
945,PN Store,784,6/8/2023,Сурталчилгаанд/ golds hereglee/,Ундаа Amino 330ml Passion fruit,12,27830.98
946,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein cream 400g Chocolate hazelnut,2,25296.96
947,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Crush Bar - Toffee coconut 64g,4,24820.53
948,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Nitrox sample - Blue grape 17g,1,2896.85
949,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,EAA Zero 350g blue grape,1,50461.05
950,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,ISO Whey 500g - Hazelnut,2,111863.89
951,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,ISO Whey 500g - Raspberry,2,111863.89
952,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein bar 15*55g Cookies cream,3,10041.92
953,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein cream 400g peanut butter smooth,1,12638.09
954,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Power Amino,1,26875.41
955,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Tribooster 60ш,1,31641.9
956,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein bar 15*55g Choco caramel,4,13389.23
957,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein cream 400g Caramel,1,12636.93
958,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Crush Bar - Chocolate 64g,3,18615.4
959,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Power BCAA - Watermelon 420g,1,34035.3
960,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Energy gel 60g Orange,1,3422.35
961,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein chips 7*40g Barbeque,1,3338.85
962,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein wafer,2,5832.43
963,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Shaker 600ml /угсардаг нэмэлттэй/ таслагчтай,1,0
964,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Magna shot 25ml,6,18716.71
965,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Zero bar Chocolate 50g,3,13217.59
966,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Crush Bar - Cookiescream 64g,4,24820.16
967,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Snack 12*45g Vanilla,2,10058.83
968,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein cream 400g Duo white chocolate-chocolate,2,25273.86
969,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,MSM+ Vitamin C 150g,2,37336.4
970,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein cream 400g White chocolate Hazelnut,1,12632.7
971,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Zero bar Hazelnut 50g,3,13239.78
972,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein bar 15*55g Caramel peanuts,3,10041.92
973,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Protein snap,3,6212.81
974,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Energy Gel 60g Peach,1,3503.66
975,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Hyper Mass - Caramel cappuchino 1kg,1,28455.15
976,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Vitamin C 60ш,3,35638.58
977,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Glucosamine 60caps,2,42494.4
978,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Sleep & Relax 450g,7,283598.66
979,PN Store,785,6/8/2023,Ажилчидын хэрэглээ 6 сар,Vitamin D3 K2 /60ш/,4,27126.06
980,PN Store,793,6/9/2023,Сурталчилгаанд gold s zahirald,Hyper Mass - Caramel cappuchino 1kg,1,28455.15
981,PN Store,793,6/9/2023,Сурталчилгаанд gold s zahirald,Power Mass - Vanilla 5kg,1,95344.78
982,PN Store,793,6/9/2023,Сурталчилгаанд gold s zahirald,Nitrox sample - Blue grape 17g,4,11587.41
983,PN Store,793,6/9/2023,Сурталчилгаанд gold s zahirald,Nitrox sample - Tropical 17g,6,17729.37
984,PN Store,794,6/9/2023,Сурталчилгаанд gold s borluulaltiin uramshuulal,Ундаа Amino 330ml Lemon soda,24,49249.98
985,PN Store,795,6/9/2023,Сурталчилгаанд/ avarga bagts uramshuulal/,ISO Whey sample - Pineapple 25g,2,8020.43
986,PN Store,795,6/9/2023,Сурталчилгаанд/ avarga bagts uramshuulal/,Nitrox sample - Cranberry 17g,1,2954.89
987,PN Store,804,6/10/2023,Сурталчилгаанд/ batghuyag hereglee/,Protein cream 400g White chocolate Hazelnut,1,12632.7
988,PN Store,804,6/10/2023,Сурталчилгаанд/ batghuyag hereglee/,Power BCAA - Cola 1х*6ш*420гр,1,34102.03
989,PN Store,804,6/10/2023,Сурталчилгаанд/ batghuyag hereglee/,ISO Whey 500g - Raspberry,1,55931.94
990,PN Store,804,6/10/2023,Сурталчилгаанд/ batghuyag hereglee/,Shaker 600ml,1,5622.79
991,PN Store,804,6/10/2023,Сурталчилгаанд/ batghuyag hereglee/,Power professional,1,32282.68
992,PN Store,807,6/11/2023,Сурталчилгаанд/gym амталгаа/,Ундаа Amino 330ml Waikiki,8,18773.84
993,PN Store,807,6/11/2023,Сурталчилгаанд/gym амталгаа/,Ундаа Amino 330ml Passion fruit,16,37107.97
994,PN Store,807,6/11/2023,Сурталчилгаанд/gym амталгаа/,Ундаа Amino 330ml Lemon soda,18,36937.49
995,PN Store,807,6/11/2023,Сурталчилгаанд/gym амталгаа/,Ундаа Amino 330ml Super pear,8,15096.31
996,PN Store,807,6/11/2023,Сурталчилгаанд/gym амталгаа/,Ундаа Amino 330ml Raspberry,8,17207.46
997,PN Store,808,6/11/2023,Сурталчилгаанд/msports/,Protein wafer,2,5832.43
998,PN Store,808,6/11/2023,Сурталчилгаанд/msports/,Ундаа Amino 330ml Super pear,1,1887.04
999,PN Store,808,6/11/2023,Сурталчилгаанд/msports/,Ундаа Amino 330ml Passion fruit,1,2319.25
1000,PN Store,808,6/11/2023,Сурталчилгаанд/msports/,Protein cream 400g White chocolate Hazelnut,2,25265.41
1001,PN Store,808,6/11/2023,Сурталчилгаанд/msports/,Protein bar 15*55g Caramel peanuts,2,6694.61
1002,PN Store,808,6/11/2023,Сурталчилгаанд/msports/,Protein snap,2,4141.87
1003,PN Store,808,6/11/2023,Сурталчилгаанд/msports/,Ундаа Amino 330ml Lemon soda,1,2052.08
1004,PN Store,808,6/11/2023,Сурталчилгаанд/msports/,Ундаа Amino 330ml Waikiki,1,2346.73
1005,PN Store,809,6/11/2023,Сурталчилгаанд/gym үрамшуулал/,Ундаа Collagen vibe 330ml Passion fruit,48,76708.83
1006,PN Store,809,6/11/2023,Сурталчилгаанд/gym үрамшуулал/,Ундаа Collagen vibe 330ml Pineapple coconut,48,69280.97
1007,PN Store,809,6/11/2023,Сурталчилгаанд/gym үрамшуулал/,Ундаа Collagen vibe 330ml Mojito,50,77912.2
1008,PN Store,810,6/11/2023,Сурталчилгаанд/95072005 avarga bagts uramshuulal/,ISO Whey sample - Pineapple 25g,1,4010.22
1009,PN Store,810,6/11/2023,Сурталчилгаанд/95072005 avarga bagts uramshuulal/,ISO Whey sample - Bananas 25g,1,4010.22
1010,PN Store,810,6/11/2023,Сурталчилгаанд/95072005 avarga bagts uramshuulal/,Nitrox sample - Cranberry 17g,1,2954.9
1011,PN Store,820,6/13/2023,Сурталчилгаанд Наадам 1  GOLDS РУУ амталгаанд гаргав,Ундаа Amino 330ml Lemon soda,8,16416.66
1012,PN Store,820,6/13/2023,Сурталчилгаанд Наадам 1  GOLDS РУУ амталгаанд гаргав,Ундаа Amino 330ml Waikiki,4,9386.92
1013,PN Store,820,6/13/2023,Сурталчилгаанд Наадам 1  GOLDS РУУ амталгаанд гаргав,Ундаа Collagen vibe 330ml Mojito,8,12465.95
1014,PN Store,820,6/13/2023,Сурталчилгаанд Наадам 1  GOLDS РУУ амталгаанд гаргав,Ундаа Amino 330ml Raspberry,4,8603.73
1015,PN Store,820,6/13/2023,Сурталчилгаанд Наадам 1  GOLDS РУУ амталгаанд гаргав,Ундаа Collagen vibe 330ml Pineapple coconut,7,10103.48
1016,PN Store,820,6/13/2023,Сурталчилгаанд Наадам 1  GOLDS РУУ амталгаанд гаргав,Ундаа Amino 330ml Super pear,4,7548.16
1017,PN Store,820,6/13/2023,Сурталчилгаанд Наадам 1  GOLDS РУУ амталгаанд гаргав,Ундаа Amino 330ml Passion fruit,4,9276.99
1018,PN Store,820,6/13/2023,Сурталчилгаанд Наадам 1  GOLDS РУУ амталгаанд гаргав,Ундаа Collagen vibe 330ml Passion fruit,7,11186.7
1019,PN Store,821,6/13/2023,Сурталчилгаанд borluulaltiin uramshuulal,Ундаа Amino 330ml Passion fruit,24,55661.96
1020,PN Store,822,6/13/2023,Сурталчилгаанд /Эрхэмээ захирал авав/,Ундаа Amino 330ml Super pear,1,1887.04
1021,PN Store,822,6/13/2023,Сурталчилгаанд /Эрхэмээ захирал авав/,Ундаа Collagen vibe 330ml Mojito,1,1558.24
1022,PN Store,822,6/13/2023,Сурталчилгаанд /Эрхэмээ захирал авав/,Ундаа Amino 330ml Raspberry,1,2150.93
1023,PN Store,822,6/13/2023,Сурталчилгаанд /Эрхэмээ захирал авав/,Power boost - Lemon 1х*6ш*360гр,1,32257.35
1024,PN Store,822,6/13/2023,Сурталчилгаанд /Эрхэмээ захирал авав/,Ундаа Amino 330ml Lemon soda,1,2052.08
1025,PN Store,822,6/13/2023,Сурталчилгаанд /Эрхэмээ захирал авав/,Ундаа Amino 330ml Waikiki,1,2346.73
1026,PN Store,822,6/13/2023,Сурталчилгаанд /Эрхэмээ захирал авав/,Ундаа Collagen vibe 330ml Pineapple coconut,1,1443.35
1027,PN Store,822,6/13/2023,Сурталчилгаанд /Эрхэмээ захирал авав/,Ундаа Amino 330ml Passion fruit,1,2319.25
1028,PN Store,822,6/13/2023,Сурталчилгаанд /Эрхэмээ захирал авав/,Ундаа Collagen vibe 330ml Passion fruit,1,1598.1
